,产品1,产品2,关联度
13386,ID311,ID245,15
13387,ID311,ID260,15
13388,ID311,ID319,15
13389,ID311,ID413,1
13390,ID311,ID431,15
13391,ID311,ID446,15
13392,ID311,ID460,15
13393,ID311,ID487,16
13394,ID319,ID311,15
13395,ID319,ID413,1
13396,ID413,ID121,1
13397,ID413,ID139,1
13398,ID413,ID166,1
13399,ID413,ID224,1
13400,ID413,ID245,1
13401,ID413,ID260,1
13402,ID413,ID311,1
13403,ID413,ID319,1
13404,ID413,ID431,1
13405,ID413,ID446,1
13406,ID413,ID460,1
13407,ID413,ID487,1
13408,ID431,ID311,15
13409,ID431,ID413,1
13410,ID446,ID311,15
13411,ID446,ID413,1
13412,ID460,ID311,15
13413,ID460,ID413,1
13414,ID487,ID311,16
13415,ID487,ID413,1
13416,ID7,ID87,2
13417,ID21,ID87,2
13418,ID87,ID7,2
13419,ID87,ID21,2
13420,ID87,ID167,1
13421,ID87,ID221,1
13422,ID87,ID269,1
13423,ID87,ID394,2
13424,ID87,ID443,1
13425,ID87,ID454,2
13426,ID87,ID487,2
13427,ID87,ID509,1
13428,ID167,ID87,1
13429,ID221,ID87,1
13430,ID269,ID87,1
13431,ID394,ID87,2
13432,ID443,ID87,1
13433,ID454,ID87,2
13434,ID487,ID87,2
13435,ID509,ID87,1
13436,ID29,ID121,13
13437,ID29,ID139,13
13438,ID29,ID166,13
13439,ID29,ID169,11
13440,ID29,ID224,13
13441,ID29,ID245,13
13442,ID29,ID260,13
13443,ID29,ID311,13
13444,ID29,ID319,13
13445,ID29,ID460,13
13446,ID121,ID29,13
13447,ID121,ID169,11
13448,ID121,ID273,1
13449,ID139,ID29,13
13450,ID139,ID169,11
13451,ID139,ID273,1
13452,ID166,ID29,13
13453,ID166,ID169,11
13454,ID166,ID273,1
13455,ID169,ID29,11
13456,ID169,ID121,11
13457,ID169,ID139,11
13458,ID169,ID166,11
13459,ID169,ID224,12
13460,ID169,ID245,11
13461,ID169,ID260,12
13462,ID169,ID273,1
13463,ID169,ID311,11
13464,ID169,ID319,11
13465,ID169,ID460,12
13466,ID224,ID29,13
13467,ID224,ID169,12
13468,ID224,ID273,1
13469,ID245,ID29,13
13470,ID245,ID169,11
13471,ID245,ID273,1
13472,ID260,ID29,13
13473,ID260,ID169,12
13474,ID260,ID273,1
13475,ID273,ID121,1
13476,ID273,ID139,1
13477,ID273,ID166,1
13478,ID273,ID169,1
13479,ID273,ID224,1
13480,ID273,ID245,1
13481,ID273,ID260,1
13482,ID273,ID311,1
13483,ID273,ID319,1
13484,ID273,ID431,1
13485,ID273,ID446,2
13486,ID273,ID460,3
13487,ID311,ID29,13
13488,ID311,ID169,11
13489,ID311,ID273,1
13490,ID319,ID29,13
13491,ID319,ID169,11
13492,ID319,ID273,1
13493,ID431,ID273,1
13494,ID446,ID273,2
13495,ID460,ID29,13
13496,ID460,ID169,12
13497,ID460,ID273,3
13498,ID38,ID121,1
13499,ID38,ID139,1
13500,ID38,ID166,1
13501,ID38,ID224,1
13502,ID38,ID245,1
13503,ID38,ID260,1
13504,ID38,ID311,1
13505,ID38,ID319,1
13506,ID38,ID431,1
13507,ID38,ID446,1
13508,ID38,ID460,1
13509,ID121,ID38,1
13510,ID139,ID38,1
13511,ID166,ID38,1
13512,ID224,ID38,1
13513,ID245,ID38,1
13514,ID260,ID38,1
13515,ID311,ID38,1
13516,ID319,ID38,1
13517,ID431,ID38,1
13518,ID446,ID38,1
13519,ID460,ID38,1
13520,ID121,ID283,1
13521,ID121,ID391,6
13522,ID139,ID391,6
13523,ID166,ID283,1
13524,ID166,ID391,6
13525,ID224,ID391,24
13526,ID245,ID391,6
13527,ID260,ID391,24
13528,ID283,ID121,1
13529,ID283,ID166,1
13530,ID283,ID311,1
13531,ID311,ID283,1
13532,ID311,ID391,6
13533,ID319,ID391,6
13534,ID391,ID121,6
13535,ID391,ID139,6
13536,ID391,ID166,6
13537,ID391,ID224,24
13538,ID391,ID245,6
13539,ID391,ID260,24
13540,ID391,ID311,6
13541,ID391,ID319,6
13542,ID391,ID460,15
13543,ID460,ID391,15
13544,ID21,ID128,2
13545,ID70,ID128,4
13546,ID70,ID285,2
13547,ID111,ID128,2
13548,ID111,ID285,1
13549,ID111,ID336,1
13550,ID128,ID21,2
13551,ID128,ID70,4
13552,ID128,ID111,2
13553,ID128,ID248,3
13554,ID128,ID264,3
13555,ID128,ID285,1
13556,ID128,ID333,3
13557,ID128,ID336,3
13558,ID128,ID380,3
13559,ID128,ID402,5
13560,ID128,ID487,7
13561,ID209,ID285,1
13562,ID209,ID336,3
13563,ID248,ID128,3
13564,ID248,ID336,3
13565,ID248,ID380,6
13566,ID264,ID128,3
13567,ID264,ID336,2
13568,ID264,ID380,2
13569,ID285,ID70,2
13570,ID285,ID111,1
13571,ID285,ID128,1
13572,ID285,ID209,1
13573,ID285,ID336,2
13574,ID285,ID402,3
13575,ID333,ID128,3
13576,ID333,ID336,5
13577,ID336,ID111,1
13578,ID336,ID128,3
13579,ID336,ID209,3
13580,ID336,ID248,3
13581,ID336,ID264,2
13582,ID336,ID285,2
13583,ID336,ID333,5
13584,ID336,ID380,3
13585,ID380,ID128,3
13586,ID380,ID248,6
13587,ID380,ID264,2
13588,ID380,ID336,3
13589,ID402,ID128,5
13590,ID402,ID285,3
13591,ID487,ID128,7
13592,ID29,ID212,1
13593,ID121,ID212,1
13594,ID121,ID454,1
13595,ID139,ID212,1
13596,ID139,ID454,1
13597,ID166,ID212,1
13598,ID166,ID454,1
13599,ID169,ID212,1
13600,ID212,ID29,1
13601,ID212,ID121,1
13602,ID212,ID139,1
13603,ID212,ID166,1
13604,ID212,ID169,1
13605,ID212,ID224,1
13606,ID212,ID245,1
13607,ID212,ID260,1
13608,ID212,ID311,1
13609,ID212,ID319,1
13610,ID212,ID431,1
13611,ID212,ID446,1
13612,ID212,ID460,1
13613,ID224,ID212,1
13614,ID245,ID212,1
13615,ID260,ID212,1
13616,ID311,ID212,1
13617,ID311,ID454,1
13618,ID319,ID212,1
13619,ID431,ID212,1
13620,ID446,ID212,1
13621,ID454,ID121,1
13622,ID454,ID139,1
13623,ID454,ID166,1
13624,ID454,ID311,1
13625,ID454,ID460,4
13626,ID460,ID212,1
13627,ID460,ID454,4
13628,ID25,ID29,4
13629,ID25,ID69,1
13630,ID25,ID98,1
13631,ID25,ID121,4
13632,ID25,ID139,4
13633,ID25,ID166,4
13634,ID25,ID169,4
13635,ID25,ID224,4
13636,ID25,ID245,4
13637,ID25,ID260,4
13638,ID25,ID285,1
13639,ID25,ID311,4
13640,ID25,ID319,4
13641,ID25,ID391,4
13642,ID25,ID431,4
13643,ID25,ID446,4
13644,ID25,ID460,4
13645,ID25,ID487,4
13646,ID29,ID25,4
13647,ID29,ID69,1
13648,ID29,ID98,1
13649,ID29,ID285,2
13650,ID69,ID25,1
13651,ID69,ID29,1
13652,ID69,ID98,3
13653,ID69,ID121,1
13654,ID69,ID139,1
13655,ID69,ID166,1
13656,ID69,ID169,1
13657,ID69,ID224,1
13658,ID69,ID245,1
13659,ID69,ID260,1
13660,ID69,ID285,2
13661,ID69,ID311,1
13662,ID69,ID319,1
13663,ID69,ID391,1
13664,ID69,ID431,1
13665,ID69,ID446,2
13666,ID69,ID460,2
13667,ID98,ID25,1
13668,ID98,ID29,1
13669,ID98,ID69,3
13670,ID98,ID121,1
13671,ID98,ID139,1
13672,ID98,ID166,1
13673,ID98,ID169,1
13674,ID98,ID245,1
13675,ID98,ID260,1
13676,ID98,ID285,2
13677,ID98,ID311,1
13678,ID98,ID319,1
13679,ID98,ID391,3
13680,ID98,ID431,2
13681,ID98,ID446,2
13682,ID98,ID460,2
13683,ID121,ID25,4
13684,ID121,ID69,1
13685,ID121,ID98,1
13686,ID121,ID285,1
13687,ID139,ID25,4
13688,ID139,ID69,1
13689,ID139,ID98,1
13690,ID139,ID285,1
13691,ID166,ID25,4
13692,ID166,ID69,1
13693,ID166,ID98,1
13694,ID166,ID285,1
13695,ID169,ID25,4
13696,ID169,ID69,1
13697,ID169,ID98,1
13698,ID224,ID25,4
13699,ID224,ID69,1
13700,ID224,ID285,18
13701,ID245,ID25,4
13702,ID245,ID69,1
13703,ID245,ID98,1
13704,ID245,ID285,1
13705,ID260,ID25,4
13706,ID260,ID69,1
13707,ID260,ID98,1
13708,ID260,ID285,19
13709,ID285,ID25,1
13710,ID285,ID29,2
13711,ID285,ID69,2
13712,ID285,ID98,2
13713,ID285,ID121,1
13714,ID285,ID139,1
13715,ID285,ID166,1
13716,ID285,ID224,18
13717,ID285,ID245,1
13718,ID285,ID260,19
13719,ID285,ID311,1
13720,ID285,ID319,1
13721,ID285,ID460,9
13722,ID311,ID25,4
13723,ID311,ID69,1
13724,ID311,ID98,1
13725,ID311,ID285,1
13726,ID319,ID25,4
13727,ID319,ID69,1
13728,ID319,ID98,1
13729,ID319,ID285,1
13730,ID391,ID25,4
13731,ID391,ID69,1
13732,ID391,ID98,3
13733,ID431,ID25,4
13734,ID431,ID69,1
13735,ID431,ID98,2
13736,ID446,ID25,4
13737,ID446,ID69,2
13738,ID446,ID98,2
13739,ID460,ID25,4
13740,ID460,ID69,2
13741,ID460,ID98,2
13742,ID460,ID285,9
13743,ID487,ID25,4
13744,ID25,ID164,3
13745,ID25,ID331,1
13746,ID29,ID164,3
13747,ID29,ID331,1
13748,ID121,ID164,3
13749,ID121,ID331,1
13750,ID139,ID164,3
13751,ID139,ID331,1
13752,ID164,ID25,3
13753,ID164,ID29,3
13754,ID164,ID121,3
13755,ID164,ID139,3
13756,ID164,ID166,3
13757,ID164,ID169,3
13758,ID164,ID224,3
13759,ID164,ID245,3
13760,ID164,ID260,3
13761,ID164,ID311,3
13762,ID164,ID319,3
13763,ID164,ID331,1
13764,ID164,ID391,3
13765,ID164,ID431,3
13766,ID164,ID446,3
13767,ID164,ID460,3
13768,ID164,ID487,3
13769,ID166,ID164,3
13770,ID166,ID331,1
13771,ID169,ID164,3
13772,ID224,ID164,3
13773,ID224,ID331,1
13774,ID245,ID164,3
13775,ID245,ID331,1
13776,ID260,ID164,3
13777,ID260,ID331,1
13778,ID311,ID164,3
13779,ID311,ID331,1
13780,ID319,ID164,3
13781,ID319,ID331,1
13782,ID331,ID25,1
13783,ID331,ID29,1
13784,ID331,ID121,1
13785,ID331,ID139,1
13786,ID331,ID164,1
13787,ID331,ID166,1
13788,ID331,ID224,1
13789,ID331,ID245,1
13790,ID331,ID260,1
13791,ID331,ID311,1
13792,ID331,ID319,1
13793,ID331,ID431,1
13794,ID331,ID460,1
13795,ID391,ID164,3
13796,ID431,ID164,3
13797,ID431,ID331,1
13798,ID446,ID164,3
13799,ID460,ID164,3
13800,ID460,ID331,1
13801,ID487,ID164,3
13802,ID97,ID365,3
13803,ID279,ID365,2
13804,ID365,ID97,3
13805,ID365,ID279,2
13806,ID185,ID224,18
13807,ID185,ID260,18
13808,ID185,ID283,9
13809,ID224,ID185,18
13810,ID260,ID185,18
13811,ID283,ID185,9
13812,ID70,ID118,1
13813,ID70,ID173,1
13814,ID70,ID185,1
13815,ID70,ID206,1
13816,ID70,ID224,1
13817,ID70,ID260,1
13818,ID70,ID370,1
13819,ID70,ID391,2
13820,ID70,ID431,1
13821,ID70,ID446,2
13822,ID97,ID173,5
13823,ID97,ID185,5
13824,ID97,ID206,4
13825,ID118,ID70,1
13826,ID118,ID173,17
13827,ID118,ID185,17
13828,ID118,ID206,16
13829,ID118,ID224,17
13830,ID118,ID260,17
13831,ID118,ID285,18
13832,ID118,ID370,16
13833,ID118,ID431,17
13834,ID173,ID70,1
13835,ID173,ID97,5
13836,ID173,ID118,17
13837,ID173,ID185,17
13838,ID173,ID206,16
13839,ID173,ID224,17
13840,ID173,ID260,17
13841,ID173,ID285,17
13842,ID173,ID370,16
13843,ID173,ID391,17
13844,ID173,ID431,17
13845,ID173,ID446,17
13846,ID185,ID70,1
13847,ID185,ID97,5
13848,ID185,ID118,17
13849,ID185,ID173,17
13850,ID185,ID285,17
13851,ID206,ID70,1
13852,ID206,ID97,4
13853,ID206,ID118,16
13854,ID206,ID173,16
13855,ID206,ID224,16
13856,ID206,ID260,16
13857,ID206,ID285,17
13858,ID224,ID70,1
13859,ID224,ID118,17
13860,ID224,ID173,17
13861,ID224,ID206,16
13862,ID224,ID370,16
13863,ID260,ID70,1
13864,ID260,ID118,17
13865,ID260,ID173,17
13866,ID260,ID206,16
13867,ID260,ID370,17
13868,ID285,ID118,18
13869,ID285,ID173,17
13870,ID285,ID185,17
13871,ID285,ID206,17
13872,ID370,ID70,1
13873,ID370,ID118,16
13874,ID370,ID173,16
13875,ID370,ID224,16
13876,ID370,ID260,17
13877,ID391,ID70,2
13878,ID391,ID173,17
13879,ID431,ID70,1
13880,ID431,ID118,17
13881,ID431,ID173,17
13882,ID446,ID70,2
13883,ID446,ID173,17
13884,ID7,ID337,2
13885,ID27,ID49,1
13886,ID27,ID97,1
13887,ID27,ID264,3
13888,ID27,ID279,2
13889,ID27,ID337,1
13890,ID27,ID395,3
13891,ID27,ID509,4
13892,ID49,ID27,1
13893,ID49,ID140,1
13894,ID49,ID264,1
13895,ID49,ID279,2
13896,ID49,ID337,1
13897,ID97,ID27,1
13898,ID97,ID337,4
13899,ID140,ID49,1
13900,ID140,ID264,1
13901,ID140,ID279,1
13902,ID140,ID337,1
13903,ID264,ID27,3
13904,ID264,ID49,1
13905,ID264,ID140,1
13906,ID264,ID279,5
13907,ID264,ID337,2
13908,ID279,ID27,2
13909,ID279,ID49,2
13910,ID279,ID140,1
13911,ID279,ID264,5
13912,ID279,ID337,1
13913,ID279,ID509,5
13914,ID337,ID7,2
13915,ID337,ID27,1
13916,ID337,ID49,1
13917,ID337,ID97,4
13918,ID337,ID140,1
13919,ID337,ID264,2
13920,ID337,ID279,1
13921,ID337,ID395,1
13922,ID337,ID509,1
13923,ID395,ID27,3
13924,ID395,ID337,1
13925,ID509,ID27,4
13926,ID509,ID279,5
13927,ID509,ID337,1
13928,ID21,ID122,3
13929,ID21,ID207,1
13930,ID122,ID21,3
13931,ID122,ID160,1
13932,ID122,ID207,1
13933,ID122,ID234,2
13934,ID122,ID294,5
13935,ID122,ID364,3
13936,ID122,ID387,4
13937,ID122,ID443,5
13938,ID122,ID451,3
13939,ID122,ID509,6
13940,ID149,ID207,1
13941,ID160,ID122,1
13942,ID207,ID21,1
13943,ID207,ID122,1
13944,ID207,ID149,1
13945,ID234,ID122,2
13946,ID294,ID122,5
13947,ID364,ID122,3
13948,ID387,ID122,4
13949,ID443,ID122,5
13950,ID451,ID122,3
13951,ID509,ID122,6
13952,ID7,ID15,2
13953,ID7,ID437,1
13954,ID15,ID7,2
13955,ID15,ID64,1
13956,ID15,ID72,1
13957,ID15,ID101,1
13958,ID15,ID160,2
13959,ID15,ID167,1
13960,ID15,ID179,1
13961,ID15,ID221,1
13962,ID15,ID234,1
13963,ID15,ID248,2
13964,ID15,ID294,1
13965,ID15,ID318,1
13966,ID15,ID364,1
13967,ID15,ID387,1
13968,ID15,ID396,1
13969,ID15,ID415,1
13970,ID15,ID437,1
13971,ID15,ID443,1
13972,ID64,ID15,1
13973,ID64,ID101,2
13974,ID64,ID396,1
13975,ID64,ID437,1
13976,ID72,ID15,1
13977,ID72,ID101,1
13978,ID72,ID179,2
13979,ID72,ID318,1
13980,ID72,ID396,1
13981,ID72,ID437,1
13982,ID101,ID15,1
13983,ID101,ID64,2
13984,ID101,ID72,1
13985,ID101,ID248,2
13986,ID101,ID318,1
13987,ID101,ID387,2
13988,ID101,ID396,1
13989,ID101,ID437,1
13990,ID101,ID443,3
13991,ID149,ID437,1
13992,ID160,ID15,2
13993,ID160,ID437,1
13994,ID167,ID15,1
13995,ID167,ID437,1
13996,ID179,ID15,1
13997,ID179,ID72,2
13998,ID179,ID387,5
13999,ID179,ID437,1
14000,ID221,ID15,1
14001,ID221,ID437,1
14002,ID234,ID15,1
14003,ID234,ID318,1
14004,ID234,ID396,1
14005,ID234,ID437,1
14006,ID248,ID15,2
14007,ID248,ID101,2
14008,ID248,ID387,2
14009,ID248,ID437,1
14010,ID294,ID15,1
14011,ID294,ID437,1
14012,ID318,ID15,1
14013,ID318,ID72,1
14014,ID318,ID101,1
14015,ID318,ID234,1
14016,ID318,ID387,1
14017,ID318,ID437,1
14018,ID364,ID15,1
14019,ID364,ID437,1
14020,ID387,ID15,1
14021,ID387,ID101,2
14022,ID387,ID179,5
14023,ID387,ID248,2
14024,ID387,ID318,1
14025,ID387,ID396,1
14026,ID387,ID437,1
14027,ID395,ID437,1
14028,ID396,ID15,1
14029,ID396,ID64,1
14030,ID396,ID72,1
14031,ID396,ID101,1
14032,ID396,ID234,1
14033,ID396,ID387,1
14034,ID396,ID437,1
14035,ID415,ID15,1
14036,ID415,ID437,2
14037,ID437,ID7,1
14038,ID437,ID15,1
14039,ID437,ID64,1
14040,ID437,ID72,1
14041,ID437,ID101,1
14042,ID437,ID149,1
14043,ID437,ID160,1
14044,ID437,ID167,1
14045,ID437,ID179,1
14046,ID437,ID221,1
14047,ID437,ID234,1
14048,ID437,ID248,1
14049,ID437,ID294,1
14050,ID437,ID318,1
14051,ID437,ID364,1
14052,ID437,ID387,1
14053,ID437,ID395,1
14054,ID437,ID396,1
14055,ID437,ID415,2
14056,ID437,ID443,1
14057,ID437,ID487,2
14058,ID443,ID15,1
14059,ID443,ID101,3
14060,ID443,ID437,1
14061,ID487,ID437,2
14062,ID70,ID181,2
14063,ID70,ID273,1
14064,ID70,ID337,1
14065,ID97,ID273,3
14066,ID128,ID181,2
14067,ID128,ID273,1
14068,ID128,ID337,1
14069,ID128,ID341,5
14070,ID128,ID391,2
14071,ID128,ID429,3
14072,ID181,ID70,2
14073,ID181,ID128,2
14074,ID181,ID264,1
14075,ID181,ID273,1
14076,ID181,ID337,1
14077,ID181,ID341,1
14078,ID181,ID391,1
14079,ID181,ID402,2
14080,ID181,ID429,2
14081,ID264,ID181,1
14082,ID273,ID70,1
14083,ID273,ID97,3
14084,ID273,ID128,1
14085,ID273,ID181,1
14086,ID273,ID337,1
14087,ID273,ID402,1
14088,ID273,ID429,1
14089,ID337,ID70,1
14090,ID337,ID128,1
14091,ID337,ID181,1
14092,ID337,ID273,1
14093,ID337,ID341,3
14094,ID337,ID391,1
14095,ID337,ID402,1
14096,ID337,ID429,3
14097,ID337,ID487,1
14098,ID341,ID128,5
14099,ID341,ID181,1
14100,ID341,ID337,3
14101,ID391,ID128,2
14102,ID391,ID181,1
14103,ID391,ID337,1
14104,ID391,ID429,4
14105,ID402,ID181,2
14106,ID402,ID273,1
14107,ID402,ID337,1
14108,ID429,ID128,3
14109,ID429,ID181,2
14110,ID429,ID273,1
14111,ID429,ID337,3
14112,ID429,ID391,4
14113,ID487,ID337,1
14114,ID118,ID306,15
14115,ID173,ID306,15
14116,ID224,ID306,15
14117,ID260,ID306,15
14118,ID285,ID306,15
14119,ID306,ID118,15
14120,ID306,ID173,15
14121,ID306,ID224,15
14122,ID306,ID260,15
14123,ID306,ID285,15
14124,ID97,ID306,3
14125,ID173,ID256,14
14126,ID185,ID256,14
14127,ID206,ID256,14
14128,ID224,ID256,14
14129,ID256,ID173,14
14130,ID256,ID185,14
14131,ID256,ID206,14
14132,ID256,ID224,14
14133,ID256,ID260,14
14134,ID256,ID306,14
14135,ID256,ID370,14
14136,ID260,ID256,14
14137,ID306,ID97,3
14138,ID306,ID256,14
14139,ID370,ID256,14
14140,ID36,ID137,1
14141,ID36,ID167,3
14142,ID36,ID426,2
14143,ID137,ID36,1
14144,ID137,ID149,3
14145,ID137,ID167,5
14146,ID137,ID221,6
14147,ID137,ID394,3
14148,ID137,ID426,4
14149,ID137,ID454,5
14150,ID149,ID137,3
14151,ID167,ID36,3
14152,ID167,ID137,5
14153,ID221,ID137,6
14154,ID394,ID137,3
14155,ID426,ID36,2
14156,ID426,ID137,4
14157,ID454,ID137,5
14158,ID4,ID97,2
14159,ID4,ID118,13
14160,ID4,ID173,13
14161,ID4,ID185,13
14162,ID4,ID206,13
14163,ID4,ID224,13
14164,ID4,ID256,13
14165,ID4,ID260,13
14166,ID4,ID285,13
14167,ID4,ID306,13
14168,ID4,ID370,13
14169,ID4,ID391,13
14170,ID4,ID431,13
14171,ID4,ID446,13
14172,ID97,ID4,2
14173,ID118,ID4,13
14174,ID173,ID4,13
14175,ID185,ID4,13
14176,ID206,ID4,13
14177,ID224,ID4,13
14178,ID256,ID4,13
14179,ID260,ID4,13
14180,ID285,ID4,13
14181,ID306,ID4,13
14182,ID370,ID4,13
14183,ID391,ID4,13
14184,ID431,ID4,13
14185,ID446,ID4,13
14186,ID71,ID122,1
14187,ID71,ID387,2
14188,ID71,ID465,2
14189,ID122,ID71,1
14190,ID122,ID371,1
14191,ID122,ID465,1
14192,ID221,ID465,2
14193,ID269,ID465,1
14194,ID294,ID465,3
14195,ID297,ID387,2
14196,ID297,ID465,2
14197,ID364,ID465,3
14198,ID371,ID122,1
14199,ID387,ID71,2
14200,ID387,ID297,2
14201,ID387,ID465,2
14202,ID443,ID465,2
14203,ID451,ID465,3
14204,ID454,ID465,3
14205,ID465,ID71,2
14206,ID465,ID122,1
14207,ID465,ID221,2
14208,ID465,ID269,1
14209,ID465,ID294,3
14210,ID465,ID297,2
14211,ID465,ID364,3
14212,ID465,ID387,2
14213,ID465,ID443,2
14214,ID465,ID451,3
14215,ID465,ID454,3
14216,ID2,ID4,8
14217,ID2,ID21,2
14218,ID2,ID41,8
14219,ID2,ID54,8
14220,ID2,ID118,8
14221,ID2,ID173,8
14222,ID2,ID185,8
14223,ID2,ID206,8
14224,ID2,ID256,8
14225,ID2,ID284,8
14226,ID2,ID285,8
14227,ID2,ID301,8
14228,ID2,ID306,8
14229,ID2,ID370,8
14230,ID2,ID391,8
14231,ID2,ID408,8
14232,ID2,ID418,8
14233,ID2,ID514,8
14234,ID4,ID2,8
14235,ID4,ID21,2
14236,ID4,ID41,10
14237,ID4,ID54,9
14238,ID4,ID283,8
14239,ID4,ID284,12
14240,ID4,ID301,10
14241,ID4,ID408,9
14242,ID4,ID418,11
14243,ID4,ID460,8
14244,ID4,ID514,9
14245,ID21,ID2,2
14246,ID21,ID4,2
14247,ID21,ID41,2
14248,ID21,ID118,2
14249,ID21,ID173,2
14250,ID21,ID224,2
14251,ID21,ID260,2
14252,ID21,ID284,2
14253,ID21,ID301,3
14254,ID21,ID408,2
14255,ID21,ID418,2
14256,ID21,ID460,5
14257,ID21,ID514,2
14258,ID41,ID2,8
14259,ID41,ID4,10
14260,ID41,ID21,2
14261,ID41,ID118,10
14262,ID41,ID173,10
14263,ID41,ID185,10
14264,ID41,ID206,10
14265,ID41,ID224,10
14266,ID41,ID256,10
14267,ID41,ID260,10
14268,ID41,ID283,8
14269,ID41,ID284,10
14270,ID41,ID285,10
14271,ID41,ID301,10
14272,ID41,ID306,10
14273,ID41,ID370,10
14274,ID41,ID391,10
14275,ID41,ID408,9
14276,ID41,ID418,10
14277,ID41,ID460,8
14278,ID41,ID514,9
14279,ID54,ID2,8
14280,ID54,ID4,9
14281,ID54,ID118,9
14282,ID54,ID173,9
14283,ID54,ID185,9
14284,ID54,ID206,9
14285,ID54,ID224,9
14286,ID54,ID260,9
14287,ID54,ID284,9
14288,ID54,ID301,9
14289,ID54,ID306,9
14290,ID54,ID370,9
14291,ID54,ID408,9
14292,ID54,ID418,9
14293,ID54,ID460,10
14294,ID54,ID514,9
14295,ID118,ID2,8
14296,ID118,ID21,2
14297,ID118,ID41,10
14298,ID118,ID54,9
14299,ID118,ID283,8
14300,ID118,ID284,12
14301,ID118,ID301,10
14302,ID118,ID408,9
14303,ID118,ID418,11
14304,ID118,ID460,8
14305,ID118,ID514,9
14306,ID173,ID2,8
14307,ID173,ID21,2
14308,ID173,ID41,10
14309,ID173,ID54,9
14310,ID173,ID283,8
14311,ID173,ID284,12
14312,ID173,ID301,10
14313,ID173,ID408,9
14314,ID173,ID418,11
14315,ID173,ID460,8
14316,ID173,ID514,9
14317,ID185,ID2,8
14318,ID185,ID41,10
14319,ID185,ID54,9
14320,ID185,ID284,12
14321,ID185,ID301,10
14322,ID185,ID408,9
14323,ID185,ID418,11
14324,ID185,ID460,8
14325,ID185,ID514,9
14326,ID206,ID2,8
14327,ID206,ID41,10
14328,ID206,ID54,9
14329,ID206,ID283,8
14330,ID206,ID284,12
14331,ID206,ID301,11
14332,ID206,ID408,9
14333,ID206,ID418,11
14334,ID206,ID460,8
14335,ID206,ID514,9
14336,ID224,ID21,2
14337,ID224,ID41,10
14338,ID224,ID54,9
14339,ID224,ID284,12
14340,ID224,ID301,10
14341,ID224,ID408,9
14342,ID224,ID418,11
14343,ID224,ID514,9
14344,ID256,ID2,8
14345,ID256,ID41,10
14346,ID256,ID284,12
14347,ID256,ID301,10
14348,ID256,ID408,9
14349,ID256,ID418,11
14350,ID256,ID460,9
14351,ID256,ID514,9
14352,ID260,ID21,2
14353,ID260,ID41,10
14354,ID260,ID54,9
14355,ID260,ID284,12
14356,ID260,ID301,10
14357,ID260,ID408,9
14358,ID260,ID418,11
14359,ID260,ID514,9
14360,ID283,ID4,8
14361,ID283,ID41,8
14362,ID283,ID118,8
14363,ID283,ID173,8
14364,ID283,ID206,8
14365,ID283,ID284,8
14366,ID283,ID301,8
14367,ID283,ID306,8
14368,ID283,ID370,8
14369,ID283,ID408,8
14370,ID283,ID418,8
14371,ID283,ID514,8
14372,ID284,ID2,8
14373,ID284,ID4,12
14374,ID284,ID21,2
14375,ID284,ID41,10
14376,ID284,ID54,9
14377,ID284,ID118,12
14378,ID284,ID173,12
14379,ID284,ID185,12
14380,ID284,ID206,12
14381,ID284,ID224,12
14382,ID284,ID256,12
14383,ID284,ID260,12
14384,ID284,ID283,8
14385,ID284,ID285,12
14386,ID284,ID301,10
14387,ID284,ID306,12
14388,ID284,ID370,12
14389,ID284,ID391,12
14390,ID284,ID408,9
14391,ID284,ID418,11
14392,ID284,ID431,12
14393,ID284,ID446,12
14394,ID284,ID460,8
14395,ID284,ID514,9
14396,ID285,ID2,8
14397,ID285,ID41,10
14398,ID285,ID284,12
14399,ID285,ID301,12
14400,ID285,ID408,9
14401,ID285,ID418,11
14402,ID285,ID514,9
14403,ID301,ID2,8
14404,ID301,ID4,10
14405,ID301,ID21,3
14406,ID301,ID41,10
14407,ID301,ID54,9
14408,ID301,ID118,10
14409,ID301,ID173,10
14410,ID301,ID185,10
14411,ID301,ID206,11
14412,ID301,ID224,10
14413,ID301,ID256,10
14414,ID301,ID260,10
14415,ID301,ID283,8
14416,ID301,ID284,10
14417,ID301,ID285,12
14418,ID301,ID306,10
14419,ID301,ID370,11
14420,ID301,ID391,14
14421,ID301,ID408,9
14422,ID301,ID418,10
14423,ID301,ID431,10
14424,ID301,ID446,12
14425,ID301,ID460,8
14426,ID301,ID514,9
14427,ID306,ID2,8
14428,ID306,ID41,10
14429,ID306,ID54,9
14430,ID306,ID283,8
14431,ID306,ID284,12
14432,ID306,ID301,10
14433,ID306,ID408,9
14434,ID306,ID418,11
14435,ID306,ID460,8
14436,ID306,ID514,9
14437,ID370,ID2,8
14438,ID370,ID41,10
14439,ID370,ID54,9
14440,ID370,ID283,8
14441,ID370,ID284,12
14442,ID370,ID301,11
14443,ID370,ID408,9
14444,ID370,ID418,11
14445,ID370,ID460,8
14446,ID370,ID514,9
14447,ID391,ID2,8
14448,ID391,ID41,10
14449,ID391,ID284,12
14450,ID391,ID301,14
14451,ID391,ID408,9
14452,ID391,ID418,11
14453,ID391,ID514,9
14454,ID408,ID2,8
14455,ID408,ID4,9
14456,ID408,ID21,2
14457,ID408,ID41,9
14458,ID408,ID54,9
14459,ID408,ID118,9
14460,ID408,ID173,9
