语料ID,产品ID,产品名称
餐饮评论-5687,ID4687,椒王火锅（电白店）
餐饮评论-5688,ID4688,相聚时光（化州店）
餐饮评论-5689,ID4689,茶自点（文光店）
餐饮评论-5690,ID4690,草原郎烤羊
餐饮评论-5691,ID4691,草原郎烤羊
餐饮评论-5692,ID4692,椒王火锅（电白店）
餐饮评论-5693,ID4693,麦壳西点（开发区店）
餐饮评论-5694,ID4694,草原郎烤羊
餐饮评论-5695,ID4695,麦壳西点（开发区店）
餐饮评论-5696,ID4696,椒王火锅（电白店）
餐饮评论-5697,ID4697,遇见桃园烤鱼（新福路店）
餐饮评论-5698,ID4698,元晟坊蛋糕（南香公园店）
餐饮评论-5699,ID4699,草原郎烤羊
餐饮评论-5700,ID4700,茶自点（文光店）
餐饮评论-5701,ID4701,相聚时光（化州店）
餐饮评论-5702,ID4702,相聚时光（化州店）
餐饮评论-5703,ID4703,源丰唐茶楼（电白万达广场店）
餐饮评论-5704,ID4704,源丰唐茶楼（电白万达广场店）
餐饮评论-5705,ID4705,付记·招牌酸菜鱼
餐饮评论-5706,ID4706,付记·招牌酸菜鱼
餐饮评论-5707,ID4707,二月时光烘焙坊（华夏世纪花园店）
餐饮评论-5708,ID4708,友情有意音乐餐厅
餐饮评论-5709,ID4709,麦壳西点（开发区店）
餐饮评论-5710,ID4710,江渔儿酸菜鱼（高州店）
餐饮评论-5711,ID4711,法兰度航空主题餐厅（东汇城店）
餐饮评论-5712,ID4712,小乔紫菜卷（小乔店）
餐饮评论-5713,ID4713,优悦西餐厅（维斯顿店）
餐饮评论-5714,ID4714,草原郎烤羊
餐饮评论-5715,ID4715,十七门重庆老火锅（电白万达店）
餐饮评论-5716,ID4716,麦壳西点（开发区店）
餐饮评论-5717,ID4717,菠斯蒂蛋糕
餐饮评论-5718,ID4718,冲天香鸭粥店（光华北店）
餐饮评论-5719,ID4719,街头牛排（光华北路店）
餐饮评论-5720,ID4720,真功夫（传湾新天地店）
餐饮评论-5721,ID4721,遇见桃园烤鱼（新福路店）
餐饮评论-5722,ID4722,茶自点（文光店）
餐饮评论-5723,ID4723,付记·招牌酸菜鱼
餐饮评论-5724,ID4724,相聚时光（化州店）
餐饮评论-5725,ID4725,相聚时光（化州店）
餐饮评论-5726,ID4726,相聚时光（化州店）
餐饮评论-5727,ID4727,二月时光烘焙坊（华夏世纪花园店）
餐饮评论-5728,ID4728,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-5729,ID4729,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-5730,ID4730,付记·招牌酸菜鱼
餐饮评论-5731,ID4731,江渔儿酸菜鱼（高州店）
餐饮评论-5732,ID4732,瀛食精致料理
餐饮评论-5733,ID4733,友情有意音乐餐厅
餐饮评论-5734,ID4734,友情有意音乐餐厅
餐饮评论-5735,ID4735,瀛食精致料理
餐饮评论-5736,ID4736,江渔儿酸菜鱼（高州店）
餐饮评论-5737,ID4737,江渔儿酸菜鱼（高州店）
餐饮评论-5738,ID4738,草原郎烤羊
餐饮评论-5739,ID4739,街头牛排（光华北路店）
餐饮评论-5740,ID4740,Hello炸鸡（方兴店）
餐饮评论-5741,ID4741,茶自点（文光店）
餐饮评论-5742,ID4742,相聚时光（化州店）
餐饮评论-5743,ID4743,云南过桥米线（汇景店）
餐饮评论-5744,ID4744,麦壳西点（开发区店）
餐饮评论-5745,ID4745,付记·招牌酸菜鱼
餐饮评论-5746,ID4746,麦壳西点（开发区店）
餐饮评论-5747,ID4747,顺德火焰醉鹅坊（站北五路店）
餐饮评论-5748,ID4748,顺德火焰醉鹅坊（站北五路店）
餐饮评论-5749,ID4749,椒王火锅（高州店）
餐饮评论-5750,ID4750,汉宫传承隆江猪脚饭（上排垌店）
餐饮评论-5751,ID4751,贤合庄卤味火锅（电白万达店）
餐饮评论-5752,ID4752,贤合庄卤味火锅（电白万达店）
餐饮评论-5753,ID4753,贤合庄卤味火锅（电白万达店）
餐饮评论-5754,ID4754,草原郎烤羊
餐饮评论-5755,ID4755,元晟坊蛋糕（南香公园店）
餐饮评论-5756,ID4756,满酱（东湖店）
餐饮评论-5757,ID4757,茶自点（文光店）
餐饮评论-5758,ID4758,茶自点（文光店）
餐饮评论-5759,ID4759,瀛食精致料理
餐饮评论-5760,ID4760,CAKE情迷黑森林
餐饮评论-5761,ID4761,麦壳西点（开发区店）
餐饮评论-5762,ID4762,麦壳西点（开发区店）
餐饮评论-5763,ID4763,麦壳西点（开发区店）
餐饮评论-5764,ID4764,十七门重庆老火锅（电白万达店）
餐饮评论-5765,ID4765,优悦西餐厅（维斯顿店）
餐饮评论-5766,ID4766,十七门重庆老火锅（电白万达店）
餐饮评论-5767,ID4767,入火韩国烤肉（华侨城店）
餐饮评论-5768,ID4768,入火韩国烤肉（华侨城店）
餐饮评论-5769,ID4769,茶自点（文光店）
餐饮评论-5770,ID4770,相聚时光（化州店）
餐饮评论-5771,ID4771,二月时光烘焙坊（华夏世纪花园店）
餐饮评论-5772,ID4772,CAKE情迷黑森林
餐饮评论-5773,ID4773,草原郎烤羊
餐饮评论-5774,ID4774,黑色经典长沙臭豆腐（为民路店）
餐饮评论-5775,ID4775,法兰度航空主题餐厅（东汇城店）
餐饮评论-5776,ID4776,法兰度航空主题餐厅（东汇城店）
餐饮评论-5777,ID4777,江渔儿酸菜鱼（高州店）
餐饮评论-5778,ID4778,麦壳西点（开发区店）
餐饮评论-5779,ID4779,草原郎烤羊
餐饮评论-5780,ID4780,麦当劳（明湖店）
餐饮评论-5781,ID4781,草原郎烤羊
餐饮评论-5782,ID4782,麦壳西点（开发区店）
餐饮评论-5783,ID4783,麦壳西点（开发区店）
餐饮评论-5784,ID4784,草原郎烤羊
餐饮评论-5785,ID4785,麦壳西点（开发区店）
餐饮评论-5786,ID4786,果之度（为民店）
餐饮评论-5787,ID4787,小乔紫菜卷（小乔店）
餐饮评论-5788,ID4788,果之度（为民店）
餐饮评论-5789,ID4789,果之度（为民店）
餐饮评论-5790,ID4790,草原郎烤羊
餐饮评论-5791,ID4791,天台月光帐篷餐厅
餐饮评论-5792,ID4792,茶自点（文光店）
餐饮评论-5793,ID4793,源丰唐茶楼（电白万达广场店）
餐饮评论-5794,ID4794,二月时光烘焙坊（华夏世纪花园店）
餐饮评论-5795,ID4795,果之度（开发区店）
餐饮评论-5796,ID4796,瀛食精致料理
餐饮评论-5797,ID4797,友情有意音乐餐厅
餐饮评论-5798,ID4798,麦当劳（明湖店）
餐饮评论-5799,ID4799,江渔儿酸菜鱼（高州店）
餐饮评论-5800,ID4800,贤合庄卤味火锅（电白万达店）
餐饮评论-5801,ID4801,冲天香鸭粥店（光华北店）
餐饮评论-5802,ID4802,遇见桃园烤鱼（新福路店）
餐饮评论-5803,ID4803,入火韩国烤肉（华侨城店）
餐饮评论-5804,ID4804,油校西餐厅（光遇·油校光华校区店）
餐饮评论-5805,ID4805,遇见桃园烤鱼（新福路店）
餐饮评论-5806,ID4806,悦创小鹅鹅桂林米粉（双山一路店）
餐饮评论-5807,ID4807,茶自点（文光店）
餐饮评论-5808,ID4808,相聚时光（化州店）
餐饮评论-5809,ID4809,付记·招牌酸菜鱼
餐饮评论-5810,ID4810,麦当劳（明湖店）
餐饮评论-5811,ID4811,麦当劳（明湖店）
餐饮评论-5812,ID4812,草原郎烤羊
餐饮评论-5813,ID4813,麦壳西点（开发区店）
餐饮评论-5814,ID4814,江渔儿酸菜鱼（高州店）
餐饮评论-5815,ID4815,十七门重庆老火锅（电白万达店）
餐饮评论-5816,ID4816,至尊比萨（电城旗舰店）
餐饮评论-5817,ID4817,贤合庄卤味火锅（电白万达店）
餐饮评论-5818,ID4818,十七门重庆老火锅（电白万达店）
餐饮评论-5819,ID4819,小乔紫菜卷（小乔店）
餐饮评论-5820,ID4820,草原郎烤羊
餐饮评论-5821,ID4821,优之品西点
餐饮评论-5822,ID4822,草原郎烤羊
餐饮评论-5823,ID4823,喜姐炸串（新天地店）
餐饮评论-5824,ID4824,相聚时光（光明店）
餐饮评论-5825,ID4825,油校西餐厅（光遇·油校光华校区店）
餐饮评论-5826,ID4826,Hello炸鸡（方兴店）
餐饮评论-5827,ID4827,入火韩国烤肉（华侨城店）
餐饮评论-5828,ID4828,茶自点（文光店）
餐饮评论-5829,ID4829,相聚时光（化州店）
餐饮评论-5830,ID4830,相聚时光（化州店）
餐饮评论-5831,ID4831,相聚时光（化州店）
餐饮评论-5832,ID4832,麦壳西点（开发区店）
餐饮评论-5833,ID4833,CAKE情迷黑森林
餐饮评论-5834,ID4834,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-5835,ID4835,友情有意音乐餐厅
餐饮评论-5836,ID4836,友情有意音乐餐厅
餐饮评论-5837,ID4837,友情有意音乐餐厅
餐饮评论-5838,ID4838,友情有意音乐餐厅
餐饮评论-5839,ID4839,盛香烧鹅（东方市场店）
餐饮评论-5840,ID4840,法兰度航空主题餐厅（东汇城店）
餐饮评论-5841,ID4841,麦当劳（明湖店）
餐饮评论-5842,ID4842,法兰度航空主题餐厅（东汇城店）
餐饮评论-5843,ID4843,麦壳西点（开发区店）
餐饮评论-5844,ID4844,优悦西餐厅（维斯顿店）
餐饮评论-5845,ID4845,十七门重庆老火锅（电白万达店）
餐饮评论-5846,ID4846,麦壳西点（开发区店）
餐饮评论-5847,ID4847,椒王火锅（电白店）
餐饮评论-5848,ID4848,天台月光帐篷餐厅
餐饮评论-5849,ID4849,相聚时光（化州店）
餐饮评论-5850,ID4850,相聚时光（化州店）
餐饮评论-5851,ID4851,源丰唐茶楼（电白万达广场店）
餐饮评论-5852,ID4852,付记·招牌酸菜鱼
餐饮评论-5853,ID4853,友情有意音乐餐厅
餐饮评论-5854,ID4854,二月时光烘焙坊（华夏世纪花园店）
餐饮评论-5855,ID4855,付记·招牌酸菜鱼
餐饮评论-5856,ID4856,CAKE情迷黑森林
餐饮评论-5857,ID4857,麦壳西点（开发区店）
餐饮评论-5858,ID4858,瀛食精致料理
餐饮评论-5859,ID4859,草原郎烤羊
餐饮评论-5860,ID4860,麦当劳（明湖店）
餐饮评论-5861,ID4861,贤合庄卤味火锅（电白万达店）
餐饮评论-5862,ID4862,贤合庄卤味火锅（电白万达店）
餐饮评论-5863,ID4863,汉宫传承隆江猪脚饭（上排垌店）
餐饮评论-5864,ID4864,草原郎烤羊
餐饮评论-5865,ID4865,喜姐炸串（新天地店）
餐饮评论-5866,ID4866,贵族自助牛排餐厅（华侨城店）
餐饮评论-5867,ID4867,悦创小鹅鹅桂林米粉（双山一路店）
餐饮评论-5868,ID4868,Hello炸鸡（方兴店）
餐饮评论-5869,ID4869,贵族自助牛排餐厅（华侨城店）
餐饮评论-5870,ID4870,大赞∙炙烧寿司（万达广场店）
餐饮评论-5871,ID4871,天台月光帐篷餐厅
餐饮评论-5872,ID4872,相聚时光（化州店）
餐饮评论-5873,ID4873,茶自点（文光店）
餐饮评论-5874,ID4874,友情有意音乐餐厅
餐饮评论-5875,ID4875,草原郎烤羊
餐饮评论-5876,ID4876,盛香烧鹅（东方市场店）
餐饮评论-5877,ID4877,麦当劳（明湖店）
餐饮评论-5878,ID4878,十七门重庆老火锅（电白万达店）
餐饮评论-5879,ID4879,顺德火焰醉鹅坊（站北五路店）
餐饮评论-5880,ID4880,优悦西餐厅（维斯顿店）
餐饮评论-5881,ID4881,小乔紫菜卷（小乔店）
餐饮评论-5882,ID4882,果之度（为民店）
餐饮评论-5883,ID4883,遇见桃园烤鱼（新福路店）
餐饮评论-5884,ID4884,真功夫（传湾新天地店）
餐饮评论-5885,ID4885,入火韩国烤肉（华侨城店）
餐饮评论-5886,ID4886,云南过桥米线（汇景店）
餐饮评论-5887,ID4887,法兰度航空主题餐厅（东汇城店）
餐饮评论-5888,ID4888,友情有意音乐餐厅
餐饮评论-5889,ID4889,草原郎烤羊
餐饮评论-5890,ID4890,友情有意音乐餐厅
餐饮评论-5891,ID4891,黑色经典长沙臭豆腐（为民路店）
餐饮评论-5892,ID4892,法兰度航空主题餐厅（东汇城店）
餐饮评论-5893,ID4893,法兰度航空主题餐厅（东汇城店）
餐饮评论-5894,ID4894,法兰度航空主题餐厅（东汇城店）
餐饮评论-5895,ID4895,麦当劳（明湖店）
餐饮评论-5896,ID4896,麦壳西点（开发区店）
餐饮评论-5897,ID4897,菠斯蒂蛋糕
餐饮评论-5898,ID4898,遇见桃园烤鱼（新福路店）
餐饮评论-5899,ID4899,相聚时光（光明店）
餐饮评论-5900,ID4900,椒王火锅（电白店）
餐饮评论-5901,ID4901,入火韩国烤肉（华侨城店）
餐饮评论-5902,ID4902,云南过桥米线（汇景店）
餐饮评论-5903,ID4903,云南过桥米线（汇景店）
餐饮评论-5904,ID4904,法兰度航空主题餐厅（东汇城店）
餐饮评论-5905,ID4905,麦壳西点（开发区店）
餐饮评论-5906,ID4906,友情有意音乐餐厅
餐饮评论-5907,ID4907,法兰度航空主题餐厅（东汇城店）
餐饮评论-5908,ID4908,盛香烧鹅（东方市场店）
餐饮评论-5909,ID4909,江渔儿酸菜鱼（高州店）
餐饮评论-5910,ID4910,法兰度航空主题餐厅（东汇城店）
餐饮评论-5911,ID4911,麦壳西点（开发区店）
餐饮评论-5912,ID4912,麦壳西点（开发区店）
餐饮评论-5913,ID4913,菠斯蒂蛋糕
餐饮评论-5914,ID4914,优悦西餐厅（维斯顿店）
餐饮评论-5915,ID4915,入火韩国烤肉（华侨城店）
餐饮评论-5916,ID4916,茶自点（文光店）
餐饮评论-5917,ID4917,付记·招牌酸菜鱼
餐饮评论-5918,ID4918,友情有意音乐餐厅
餐饮评论-5919,ID4919,黑色经典长沙臭豆腐（为民路店）
餐饮评论-5920,ID4920,法兰度航空主题餐厅（东汇城店）
餐饮评论-5921,ID4921,江渔儿酸菜鱼（高州店）
餐饮评论-5922,ID4922,江渔儿酸菜鱼（高州店）
餐饮评论-5923,ID4923,法兰度航空主题餐厅（东汇城店）
餐饮评论-5924,ID4924,法兰度航空主题餐厅（东汇城店）
餐饮评论-5925,ID4925,草原郎烤羊
餐饮评论-5926,ID4926,麦壳西点（开发区店）
餐饮评论-5927,ID4927,LINLEE·手打柠檬茶（文创店）
餐饮评论-5928,ID4928,贵族自助牛排餐厅（华侨城店）
餐饮评论-5929,ID4929,悦创小鹅鹅桂林米粉（双山一路店）
餐饮评论-5930,ID4930,Hello炸鸡（方兴店）
餐饮评论-5931,ID4931,入火韩国烤肉（华侨城店）
餐饮评论-5932,ID4932,茶自点（文光店）
餐饮评论-5933,ID4933,茶自点（文光店）
餐饮评论-5934,ID4934,付记·招牌酸菜鱼
餐饮评论-5935,ID4935,茶自点（文光店）
餐饮评论-5936,ID4936,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-5937,ID4937,麦壳西点（开发区店）
餐饮评论-5938,ID4938,草原郎烤羊
餐饮评论-5939,ID4939,江渔儿酸菜鱼（高州店）
餐饮评论-5940,ID4940,江渔儿酸菜鱼（高州店）
餐饮评论-5941,ID4941,麦壳西点（开发区店）
餐饮评论-5942,ID4942,顺德火焰醉鹅坊（站北五路店）
餐饮评论-5943,ID4943,顺德火焰醉鹅坊（站北五路店）
餐饮评论-5944,ID4944,麦壳西点（开发区店）
餐饮评论-5945,ID4945,麦壳西点（开发区店）
餐饮评论-5946,ID4946,围炉海鲜烤肉自助（金港湾店）
餐饮评论-5947,ID4947,果之度（为民店）
餐饮评论-5948,ID4948,真功夫（传湾新天地店）
餐饮评论-5949,ID4949,遇见桃园烤鱼（新福路店）
餐饮评论-5950,ID4950,油校西餐厅（光遇·油校光华校区店）
餐饮评论-5951,ID4951,相聚时光（光明店）
餐饮评论-5952,ID4952,贵族自助牛排餐厅（华侨城店）
餐饮评论-5953,ID4953,入火韩国烤肉（华侨城店）
餐饮评论-5954,ID4954,茶自点（文光店）
餐饮评论-5955,ID4955,茶自点（文光店）
餐饮评论-5956,ID4956,茶自点（文光店）
餐饮评论-5957,ID4957,法兰度航空主题餐厅（东汇城店）
餐饮评论-5958,ID4958,二月时光烘焙坊（华夏世纪花园店）
餐饮评论-5959,ID4959,法兰度航空主题餐厅（东汇城店）
餐饮评论-5960,ID4960,麦当劳（明湖店）
餐饮评论-5961,ID4961,麦当劳（明湖店）
餐饮评论-5962,ID4962,汉宫传承隆江猪脚饭（上排垌店）
餐饮评论-5963,ID4963,渔乐码头烤鱼牛蛙晚饭餐厅
餐饮评论-5964,ID4964,优悦西餐厅（维斯顿店）
餐饮评论-5965,ID4965,麦壳西点（开发区店）
餐饮评论-5966,ID4966,贵族自助牛排餐厅（华侨城店）
餐饮评论-5967,ID4967,真功夫（传湾新天地店）
餐饮评论-5968,ID4968,遇见桃园烤鱼（新福路店）
餐饮评论-5969,ID4969,悦创小鹅鹅桂林米粉（双山一路店）
餐饮评论-5970,ID4970,贵族自助牛排餐厅（华侨城店）
餐饮评论-5971,ID4971,茶自点（文光店）
餐饮评论-5972,ID4972,茶自点（文光店）
餐饮评论-5973,ID4973,旺角亭（为民店）
餐饮评论-5974,ID4974,茶自点（文光店）
餐饮评论-5975,ID4975,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-5976,ID4976,付记·招牌酸菜鱼
餐饮评论-5977,ID4977,友情有意音乐餐厅
餐饮评论-5978,ID4978,二月时光烘焙坊（华夏世纪花园店）
餐饮评论-5979,ID4979,友情有意音乐餐厅
餐饮评论-5980,ID4980,爵士厚牛排自助餐馆（汇丰店）
餐饮评论-5981,ID4981,黑色经典长沙臭豆腐（为民路店）
餐饮评论-5982,ID4982,优悦西餐厅（维斯顿店）
餐饮评论-5983,ID4983,遇见桃园烤鱼（新福路店）
餐饮评论-5984,ID4984,相聚时光（光明店）
餐饮评论-5985,ID4985,椒王火锅（电白店）
餐饮评论-5986,ID4986,悦创小鹅鹅桂林米粉（双山一路店）
餐饮评论-5987,ID4987,悦创小鹅鹅桂林米粉（双山一路店）
餐饮评论-5988,ID4988,付记·招牌酸菜鱼
餐饮评论-5989,ID4989,法兰度航空主题餐厅（东汇城店）
餐饮评论-5990,ID4990,付记·招牌酸菜鱼
餐饮评论-5991,ID4991,二月时光烘焙坊（华夏世纪花园店）
餐饮评论-5992,ID4992,法兰度航空主题餐厅（东汇城店）
餐饮评论-5993,ID4993,至尊比萨（电城旗舰店）
餐饮评论-5994,ID4994,草原郎烤羊
餐饮评论-5995,ID4995,草原郎烤羊
餐饮评论-5996,ID4996,至尊比萨（电城旗舰店）
餐饮评论-5997,ID4997,顺德火焰醉鹅坊（站北五路店）
餐饮评论-5998,ID4998,麦壳西点（开发区店）
餐饮评论-5999,ID4999,汉宫传承隆江猪脚饭（上排垌店）
餐饮评论-6000,ID5000,汉宫传承隆江猪脚饭（上排垌店）
餐饮评论-6001,ID5001,汉宫传承隆江猪脚饭（上排垌店）
餐饮评论-6002,ID5002,小乔紫菜卷（小乔店）
餐饮评论-6003,ID5003,贵族自助牛排餐厅（华侨城店）
餐饮评论-6004,ID5004,椒王火锅（高州店）
餐饮评论-6005,ID5005,入火韩国烤肉（华侨城店）
餐饮评论-6006,ID5006,贵族自助牛排餐厅（华侨城店）
餐饮评论-6007,ID5007,入火韩国烤肉（华侨城店）
餐饮评论-6008,ID5008,大赞∙炙烧寿司（万达广场店）
餐饮评论-6009,ID5009,入火韩国烤肉（华侨城店）
餐饮评论-6010,ID5010,相聚时光（化州店）
餐饮评论-6011,ID5011,云南过桥米线（汇景店）
餐饮评论-6012,ID5012,友情有意音乐餐厅
餐饮评论-6013,ID5013,二月时光烘焙坊（华夏世纪花园店）
